Form	Pronunciation
eigentlich	ˈʔaɪ̯.ɡɛnt.lɪç
eigentliche	ˈʔaɪ̯.ɡɛnt.lɪ.çə
eigentlichen	ˈʔaɪ̯.ɡɛnt.lɪ.çən
Eigentor	ˈʔaɪ̯.ɡən.toːɐ
Eigentum	ˈʔaɪ̯.ɡən.tuːm
Eigentums	ˈʔaɪ̯.ɡən.tʊms
eigenwillig	ˈʔaɪ̯.ɡən.vɪ.lɪç
eigenwilligen	ˈʔaɪ̯.ɡən.vɪ.lɪ.ɡən
eignen	ˈʔaɪ̯.ɡnən
eignet	ˈaɪ̯.ɡnət
Eii	ˈʔaɪ̯.iː
Eilangebot	ˈʔaɪ̯l.ʔan.ɡə.boːt
eilig	ˈʔaɪ̯.lɪç
eilte	ˈʔaɪ̯l.tə
Eilverfahren	ˈʔaɪ̯l.fɛɐ.faː.ʁən
ein	ˈʔaɪ̯n
Ein	ˈʔaɪ̯n
einander	ʔaɪ̯n.ˈan.dɐ
einatmend	ˈʔaɪ̯n.ʔaːt.mənt
Einbau	ˈʔaɪ̯n.baʊ̯
einberufen	ˈʔaɪ̯n.bə.ʁuː.fən
Einberufung	ˈʔaɪ̯n.bə.ʁuː.fʊŋ
einbeschrieben	ˈʔaɪ̯n.bə.ʃʁiː.bən
Einbeziehung	ˈʔaɪ̯n.bə.t͡siː.ʊŋ
einbezogen	ˈʔaɪ̯n.bə.t͡soː.ɡən
Einbindung	ˈʔaɪ̯n.bɪn.dʊŋ
Einblicke	ˈʔaɪ̯n.blɪ.kə
eindeutig	ˈʔaɪ̯n.dɔʏ̯.tɪç
eindeutige	ˈʔaɪ̯n.dɔʏ̯.tɪ.ɡə
eindeutigen	ˈʔaɪ̯n.dɔʏ̯.tɪ.ɡən
eindringlich	ˈʔaɪ̯n.dʁɪŋ.lɪç
Eindruck	ˈʔaɪ̯n.dʁʊk
eine	ˈʔaɪ̯.nə
Eine	ˈʔaɪ̯.nə
einem	ˈʔaɪ̯.nəm
einen	ˈʔaɪ̯.nən
Einen	ˈʔaɪ̯.nən
einer	ˈʔaɪ̯.nɐ
Einer	ˈʔaɪ̯.nɐ
Einerseits	ˈʔaɪ̯.nɐ.saɪ̯t͡s
einerseits	ˈʔaɪ̯.nɐ.zaɪ̯t͡s
eines	ˈʔaɪ̯.nəs
Eines	ˈʔaɪ̯.nəs
einfach	ˈʔaɪ̯n.fax
Einfach	ˈʔaɪ̯n.fax
einfache	ˈʔaɪ̯n.fa.xə
einfachen	ˈʔaɪ̯n.fa.xən
einfacher	ˈʔaɪ̯n.fax.ɐ
einfaches	ˈʔaɪ̯n.fa.xəs
einfachste	ˈʔaɪ̯n.faxs.tə
einfachsten	ˈʔaɪ̯n.faxs.tən
einfahren	ˈʔaɪ̯n.faː.ʁən
Einfall	ˈʔaɪ̯n.fal
einfallen	ˈʔaɪ̯n.fa.lən
Einfalt	ˈʔaɪ̯n.falt
Einfluss	ˈʔaɪ̯n.flʊs
Einflussnahme	ˈʔaɪ̯n.flʊs.naː.mə
Einflussreiche	ˈʔaɪ̯n.flʊs.ʁaɪ̯.çə
Eingabe	ˈʔaɪ̯n.ɡaː.bə
Eingang	ˈaɪ̯n.ɡaŋ
Eingangsbereich	ˈʔaɪ̯n.ɡaŋs.bə.ʁaɪ̯ç
eingearbeitete	ˈʔaɪ̯n.ɡə.ʔaːɐ.baɪ̯.tə.tə
eingebaut	ˈʔaɪ̯n.ɡə.baʊ̯t
eingebauter	ˈʔaɪ̯n.ɡə.baʊ̯.tɐ
Eingeben	ˈʔaɪ̯n.ɡeː.bən
eingebend	ˈʔaɪ̯n.ɡeː.bənt
eingebrachten	ˈʔaɪ̯n.ɡə.bʁax.tən
eingebunden	ˈʔaɪ̯n.ɡə.bʊn.dən
Eingebung	ˈʔaɪ̯n.ɡeː.bʊŋ
eingeebnet	ˈʔaɪ̯n.ɡə.ʔeːp.nət
eingefallen	ˈʔaɪ̯n.ɡə.fa.lən
eingegangen	ˈʔaɪ̯n.ɡə.ɡa.ŋən
eingegliedert	ˈaɪ̯n.ɡə.ɡliː.dɐt
eingehen	ˈʔaɪ̯n.ɡeː.ən
eingehende	ˈʔaɪ̯n.ɡeː.ən.də
eingeimpft	ˈʔaɪ̯n.ɡə.ʔɪmp͡ft
eingeleitet	ˈaɪ̯n.ɡə.laɪ̯.tət
eingemeindet	ˈaɪ̯n.ɡə.maɪ̯n.dət
Eingemeindungen	ˈaɪ̯n.ɡə.maɪ̯n.dʊ.ŋən
eingenommen	ˈʔaɪ̯.ɡə.nɔ.mən
Eingenommenheit	ˈʔaɪ̯n.ɡə.nɔ.mən.haɪ̯t
eingerichtet	ˈʔaɪ̯n.ɡə.ʁɪç.tət
eingeschlafen	ˈʔaɪ̯n.ɡə.ʃlaː.fən
eingeschlossen	ˈʔaɪ̯n.ɡə.ʃlɔ.sən
eingeschmuggeltem	ˈʔaɪ̯n.ɡə.ʃmʊ.ɡɛl.təm
eingesenkt	ˈʔaɪ̯n.ɡə.zɛŋkt
eingesetzt	ˈʔaɪ̯n.ɡə.zɛt͡st
eingesetzten	ˈaɪ̯n.ɡə.zɛt͡s.tən
eingespielt	ˈʔaɪ̯n.ɡə.ʃpiːlt
eingesteckt	ˈʔaɪ̯n.ɡə.ʃtɛkt
eingestellt	ˈʔaɪ̯n.ɡə.ʃtɛlt
eingestellte	ˈʔaɪ̯n.ɡə.ʃtɛl.tə
eingestuft	ˈʔaɪ̯n.ɡə.ʃtuːft
eingetauscht	ˈʔaɪ̯n.ɡə.taʊ̯ʃt
eingeteilt	ˈaɪ̯n.ɡə.taɪ̯lt
eingetragen	ˈaɪ̯ŋ.ɡə.tʁaː.ɡən
eingeweiht	ˈʔaɪ̯n.ɡə.vaɪ̯t
eingezogen	ˈʔaɪ̯n.ɡə.t͡soː.ɡən
Eingliederung	ˈʔaɪ̯n.ɡliː.dɐ.ʁʊŋ
eingrabend	ˈʔaɪ̯n.ɡʁaː.bənt
einhalten	ˈʔaɪ̯n.hal.tən
einheimische	ˈʔaɪ̯n.haɪ̯.mɪ.ʃə
Einheimische	ˈʔaɪ̯n.haɪ̯.mɪ.ʃə
einheimischen	ˈʔaɪ̯n.haɪ̯.mɪ.ʃən
Einheimischen	ˈʔaɪ̯n.haɪ̯.mɪ.ʃən
Einheit	ˈʔaɪ̯n.haɪ̯t
Einheiten	ˈʔaɪ̯n.haɪ̯.tən
einheitlich	ˈʔaɪ̯n.haɪ̯t.lɪç
einheitliche	ˈaɪ̯n.haɪ̯.tlɪ.çə
einheitlichen	ˈaɪ̯n.haɪ̯.tlɪ.çən
Einheitsbrei	ˈʔaɪ̯n.haɪ̯t͡s.bʁaɪ̯
Einheitspartei	ˈʔaɪ̯n.haɪ̯t͡s.paɐ.taɪ̯
einher	aɪ̯n.ˈhɛʁ
einhundert	ˈʔaɪ̯n.hʊn.dɐt
einhundertachtundzwanzig	ʔaɪ̯n.hʊn.dɐt.ʔaxt.ʔʊnt.ˈt͡svan.t͡sɪç
einhunderteinundzwanzig	ʔaɪ̯n.hʊn.dɐt.ʔaɪ̯n.ʔʊnt.ˈt͡svan.t͡sɪç
einhundertzehn	ʔaɪ̯n.hʊn.dɐt.ˈt͡seːn
einig	ˈʔaɪ̯.nɪç
einige	ˈʔaɪ̯.nɪ.ɡə
Einige	ˈʔaɪ̯.nɪ.ɡə
einigemal	ˈʔaɪ̯n.ɪ.ɡə.maːl
einigen	ˈʔaɪ̯.nɪ.ɡən
Einigen	ˈʔaɪ̯.nɪ.ɡən
einiger	ˈʔaɪ̯.nɪ.ɡɐ
Einigung	ˈʔaɪ̯.nɪ.ɡʊŋ
Einigungsvertrag	ˈʔaɪ̯.nɪ.ɡʊŋs.fɛɐ.tʁaːk
Einkapselung	ˈʔaɪ̯n.kap.səl.ʊŋ
Einkapselungen	ˈʔaɪ̯n.kap.səl.ʊ.ŋən
Einkauf	ˈʔaɪ̯n.kaʊ̯f
Einkaufszentrum	ˈʔaɪ̯n.kaʊ̯fs.t͡sɛn.tʁʊm
Einklang	ˈʔaɪ̯n.klaŋ
einklebend	ˈʔaɪ̯n.kleː.bənt
einklemmend	ˈʔaɪ̯n.klɛ.mənt
Einkommen	ˈaɪ̯ŋ.kɔ.mən
Einkommensteuer	ˈʔaɪ̯n.kɔ.mən.ʃtɔʏ̯.ɐ
Einladenden	ˈʔaɪ̯n.laː.dən.dən
Einladung	ˈʔaɪ̯n.laː.dʊŋ
Einladungen	ˈʔaɪ̯n.laː.dʊ.ŋən
einlebend	ˈʔaɪ̯n.leː.bənt
einleitenden	ˈʔaɪ̯n.laɪ̯.tən.dən
Einleitung	ˈʔaɪ̯n.laɪ̯.tʊŋ
einmal	ˈʔaɪ̯n.maːl
Einmarsch	ˈʔaɪ̯n.maɐʃ
Einmischung	ˈʔaɪ̯n.mɪ.ʃʊŋ
Einnahme	ˈaɪ̯.naː.mə
Einnahmen	ˈʔaɪ̯.naː.mən
Einnahmequelle	ˈʔaɪ̯n.naː.mə.kvɛ.lə
einnehmen	ˈʔaɪ̯n.neː.mən
einnehmend	ˈʔaɪ̯n.neː.mənt
einordnen	ˈʔaɪ̯n.ʔɔʁt.nən
Einordnung	ˈaɪ̯n.ʔɔɐ.dnʊŋ
einpacken	ˈʔaɪ̯n.pa.kən
einpinsle	ˈʔaɪ̯n.pɪns.lə
einrammend	ˈʔaɪ̯n.ʁa.mənt
einreibend	ˈʔaɪ̯n.ʁaɪ̯.bənt
einrichten	ˈʔaɪ̯n.ʁɪç.tən
Einrichtung	ˈʔaɪ̯n.ʁɪç.tʊŋ
Einrichtungen	ˈʔaɪ̯n.ʁɪç.tʊ.ŋən
eins	ˈʔaɪ̯ns
Einsamkeit	ˈʔaɪ̯n.zaːm.kaɪ̯t
einsammeln	ˈʔaɪ̯n.zam.əln
Einsatz	ˈʔaɪ̯n.zat͡s
Einsatzes	ˈʔaɪ̯n.za.t͡səs
Einsatzleiter	ˈʔaɪ̯n.zat͡s.laɪ̯.tɐ
Einschaltquoten	ˈʔaɪ̯n.ʃalt.kvoː.tən
einschieben	ˈʔaɪ̯n.ʃiː.bən
einschiebend	ˈʔaɪ̯n.ʃiː.bənt
Einschnitt	ˈʔaɪ̯n.ʃnɪt
einschreibend	ˈʔaɪ̯n.ʃʁaɪ̯.bənt
einsetzen	ˈʔaɪ̯n.zɛ.t͡sən
einsetzt	ˈʔaɪ̯n.zɛt͡st
einsetzte	ˈʔaɪ̯n.zɛt͡s.tə
Einsetzung	ˈʔaɪ̯n.zɛ.t͡sʊŋ
Einsicht	ˈaɪ̯n.zɪçt
Einsichten	ˈʔaɪ̯n.zɪç.tən
einsichtig	ˈʔaɪ̯n.zɪç.tɪç
Einspielen	ˈʔaɪ̯n.ʃpiː.lən
einst	ˈʔaɪ̯nst
Einstand	ˈʔaɪ̯n.ʃtant
einstehen	ˈʔaɪ̯n.ʃteː.ən
einsteigen	ˈʔaɪ̯n.ʃtaɪ̯.ɡən
Einstein	ˈʔaɪ̯n.ʃtaɪ̯n
einstellig	ˈʔaɪ̯n.ʃtɛ.lɪç
Einstellung	ˈʔaɪ̯n.ʃtɛ.lʊŋ
Einstellungen	ˈʔaɪ̯n.ʃtɛl.ʊŋ.ən
einstimmend	ˈʔaɪ̯n.ʃtɪ.mənt
eintausend	ˈʔaɪ̯n.taʊ̯.zənt
Einteilung	ˈʔaɪ̯n.taɪ̯.lʊŋ
Eintopf	ˈʔaɪ̯n.tɔp͡f
Eintrag	ˈaɪ̯n.tʁaːk
eintreibend	ˈʔaɪ̯n.tʁaɪ̯.bənt
eintritt	ˈʔaɪ̯n.tʁɪt
Eintritt	ˈʔaɪ̯n.tʁɪt
eintrittsfrei	ˈʔaɪ̯n.tʁɪt͡s.fʁaɪ̯
Eintrittskarte	ˈʔaɪ̯n.tʁɪt͡s.kaɐ.tə
Eintrittspreise	ˈʔaɪ̯n.tʁɪt͡s.pʁaɪ̯.zə
einunddreissigsten	ʔaɪ̯n.ʔʊnt.ˈdʁaɪ̯.sɪç.stən
einundneunzig	ʔaɪ̯n.ʔʊnt.ˈnɔʏ̯n.t͡sɪç
einundsechzig	ʔaɪ̯n.ʔʊnt.ˈzɛç.t͡sɪç
einundvierzig	ʔaɪ̯n.ʔʊnt.ˈfɪʁ.t͡sɪç
einundzwanzig	ʔaɪ̯n.ʔʊnt.ˈt͡svan.t͡sɪç
einundzwanzigsten	ʔaɪ̯n.ʔʊnt.ˈt͡svan.t͡sɪç.stən
einverleibend	ˈʔaɪ̯n.fɛɐ.laɪ̯.bənt
Einvernehmen	ˈʔaɪ̯n.fɛɐ.neː.mən
Einvernehmens	ˈʔaɪ̯n.fɛɐ.neː.məns
Einwanderer	ˈʔaɪ̯n.van.də.ʁɐ
Einwanderung	ˈʔaɪ̯n.van.dɐ.ʁʊŋ
Einwanderungspolitik	ˈʔaɪ̯n.van.dɐ.ʁʊŋs.poː.liː.tiːk
einwandfrei	ˈʔaɪ̯n.vant.fʁaɪ̯
Einweihung	ˈʔaɪ̯n.vaɪ̯.ʊŋ
Einwirkung	ˈʔaɪ̯n.vɪɐ.kʊŋ
Einwohner	ˈʔaɪ̯n.voː.nɐ
Einwohnerentwicklung	ˈʔaɪ̯n.voː.nɐ.ʔɛnt.vɪk.lʊŋ
Einwohnern	ˈʔaɪ̯n.voː.nɐn
Einwohnerzahl	ˈʔaɪ̯n.voː.nɐ.t͡saːl
Einwohnerzahlen	ˈaɪ̯n.voː.nɐ.t͡saː.lən
einzehig	ˈʔaɪ̯n.t͡seː.ɪç
Einzelfall	ˈʔaɪ̯n.t͡səl.fal
Einzelhandel	ˈʔaɪ̯n.t͡səl.han.dəl
Einzelhandelsstruktur	ˈʔaɪ̯n.t͡səl.han.dəls.ʃtʁʊk.tʊɐ
Einzelheiten	ˈʔaɪ̯n.t͡səl.haɪ̯.tən
einzeln	ˈʔaɪ̯n.t͡səln
Einzelnachweise	ˈaɪ̯n.t͡səl.nax.vaɪ̯.zə
einzelne	ˈʔaɪ̯n.t͡səl.nə
Einzelne	ˈʔaɪ̯n.t͡səl.nə
einzelnen	ˈʔaɪ̯n.t͡səl.nən
Einzelnen	ˈʔaɪ̯n.t͡səl.nən
einzelner	ˈʔaɪ̯n.t͡səl.nɐ
einzelnes	ˈʔaɪ̯n.t͡səl.nəs
Einzelpersonen	ˈʔaɪ̯n.t͡səl.pɛɐ.zoː.nən
Einzelstoffe	ˈʔaɪ̯n.t͡səl.ʃtɔ.fə
Einzelteile	ˈʔaɪ̯n.t͡səl.taɪ̯.lə
einzig	ˈʔaɪ̯n.t͡sɪç
einzige	ˈʔaɪ̯n.t͡sɪ.ɡə
einzigen	ˈʔaɪ̯n.t͡sɪ.ɡən
einziger	ˈʔaɪ̯n.t͡sɪ.ɡɐ
einziges	ˈʔaɪ̯n.t͡sɪ.ɡəs
Einzug	ˈaɪ̯n.t͡suːk
einzugehen	ˈʔaɪ̯n.t͡suː.ɡeː.ən
Einzugsgebiet	ˈʔaɪ̯n.t͡suːks.ɡə.biːt
einzunehmen	ˈʔaɪ̯n.t͡suː.neː.mən
einzuordnen	ˈʔaɪ̯n.t͡suː.ʔɔʁt.nən
einzurichten	ˈʔaɪ̯n.t͡suː.ʁɪç.tən
einzuschreiben	ˈʔaɪ̯n.t͡suː.ʃʁaɪ̯.bən
einzusetzen	ˈʔaɪ̯n.t͡suː.zɛ.t͡sən
einzuwickeln	ˈʔaɪ̯n.t͡suː.vɪ.kəln
Eis	ˈaɪ̯s
Eisbrecher	ˈʔaɪ̯s.bʁɛ.çɐ
Eisen	ˈʔaɪ̯.zən
Eisenbahn	ˈaɪ̯.zən.baːn
Eisenbahnen	ˈaɪ̯.zən.baː.nən
Eisenbahner	ˈʔaɪ̯.zən.baː.nɐ
eisenbeschlagenem	ˈʔaɪ̯.zən.bə.ʃlaː.ɡə.nəm
Eisengitter	ˈʔaɪ̯.zən.ɡɪ.tɐ
eisern	ˈʔaɪ̯.zɐn
Eishockey	ˈʔaɪ̯s.hɔ.kɛɪ̯
eiskalt	ʔaɪ̯s.ˈkalt
Eismann	ˈʔaɪ̯s.man
Eissporthalle	ˈʔaɪ̯s.ʃpɔɐt.ha.lə
Eiszeit	ˈaɪ̯s.t͡saɪ̯t
eitel	ˈʔaɪ̯.təl
Eitelkeit	ˈʔaɪ̯.təl.kaɪ̯t
eius	ˈʔeː.jʊs
Eizellen	ˈʔaɪ̯.t͡sɛ.lən
Ejakulation	ʔeː.ja.kuː.la.ˈt͡sjoːn
ejus	ˈʔeː.jʊs
Ek	ˈʔɛk
Ekel	ˈʔeː.kəl
ekelerregend	ˈʔeː.kəl.ʔɛɐ.ʁeː.ɡənt
Ekzem	ʔɛk.ˈt͡seːm
Ekzeme	ʔɛk.ˈt͡seː.mə
Ekzemen	ʔɛk.ˈt͡seː.mən
Ekzems	ʔɛk.ˈt͡seːms
el	ˈɛl
El	ˈʔɛl
elaborierten	ʔeː.laː.boː.ˈʁiːɐ.tən
Elbe	ˈʔɛl.bə
Elber	ˈʔɛl.bɐ
Elbing	ˈʔɛl.bɪŋ
Elch	ˈʔɛlç
Elchtest	ˈʔɛlç.tɛst
Eldred	ˈʔɛl.dʁɛt
Elefant	ʔeː.lə.ˈfant
Elefanten	ʔeː.lə.ˈfan.tən
elegant	ʔeː.leː.ˈɡant
elegante	ʔeː.leː.ˈɡan.tə
eleganter	ʔeː.leː.ˈɡan.tɐ
elektrisch	ʔeː.ˈlɛk.tʁɪʃ
elektrische	ʔeː.ˈlɛk.tʁɪ.ʃə
elektrischen	ʔeː.ˈlɛk.tʁɪ.ʃən
elektrischer	ʔeː.ˈlɛk.tʁɪ.ʃɐ
elektroakustische	ʔeː.lɛk.tʁoː.ʔa.ˈkʊs.tɪ.ʃə
Elektroautosystem	ʔeː.ˈlɛk.tʁoː.ʔaʊ̯.toː.zyːs.teːm
Elektrolyse	ʔeː.lɛk.tʁoː.ˈlyː.zə
Elektrolyt	ʔeː.lɛk.tʁoː.ˈlyːt
elektromagnetisch	ʔeː.lɛk.tʁoː.ma.ˈɡneː.tɪʃ
elektromagnetischen	ʔɛ.ˈlɛk.tʁoː.maɡ.neː.tɪ.ʃən
Elektromonteur	ʔeː.ˈlɛk.tʁoː.mɔn.tøːɐ
Elektronen	ʔeː.lɛk.ˈtʁoː.nən
Elektronik	ʔeː.lɛk.ˈtʁoː.nɪk
elektronische	ˈʔeː.lɛk.ˈtʁoː.nɪ.ʃə
Elektronische	ˈʔeː.lɛk.ˈtʁoː.nɪ.ʃə
elektronischen	ˈʔeː.lɛk.ˈtʁoː.nɪ.ʃən
elektronischer	ʔɛ.lɛk.ˈtʁoː.nɪ.ʃɐ
Elektrorasierer	ʔeː.ˈlɛk.tʁoː.ʁa.ziː.ʁɐ
Elektroschockbehandlung	ˈʔeː.ˈlɛk.tʁoː.ʃɔk.bə.han.dlʊŋ
Elektrostichel	ʔeː.ˈlɛk.tʁoː.ʃtɪ.çəl
Elektrotechnik	ʔeː.ˈlɛk.tʁoː.tɛç.nɪk
Element	ʔeː.lə.ˈmɛnt
elementaren	ʔɛ.lə.mɛn.ˈtaː.ʁən
Elemente	ʔeː.lə.ˈmɛn.tə
Elementen	ʔeː.lə.ˈmɛn.tən
Elementes	ˈʔeː.lə.ˈmɛn.təs
Elements	ˈʔɛ.lə.mənt͡s
Eleonora	ʔeː.leː.oː.ˈnoː.ʁaː
Eleonore	ʔeː.leː.oː.ˈnoː.ʁə
elf	ˈʔɛlf
elfenbeinfarbene	ˈʔɛl.fən.baɪ̯n.faɐ.bə.nə
elfenbeinfarbenem	ˈʔɛl.fən.baɪ̯n.faɐ.bə.nəm
elfenbeinfarbenen	ˈʔɛl.fən.baɪ̯n.faɐ.bə.nən
elfenbeinfarbener	ˈʔɛl.fən.baɪ̯n.faɐ.bə.nɐ
elfenbeinfarbenes	ˈʔɛl.fən.baɪ̯n.faɐ.bə.nəs
Elfman	ˈʔɛlf.mɛːn
elfte	ˈʔɛlf.tə
elften	ˈʔɛlf.tən
elfter	ˈʔɛlf.tɐ
Elham	ˈʔɛl.hɛm
Elis	ˈʔɛ.lɪs
Elisa	ʔeː.ˈliː.zaː
Elisabeth	ʔeː.ˈliː.zaː.bɛt
elitaer	ʔeː.liː.ˈtɛːɐ
Elizabeth	ʔɛ.ˈlɪ.zə.bəθ
Elizabeths	ˈʔɛ.ˈlɪ.zə.bəθs
Elle	ˈʔɛl
Ellen	ˈʔɛ.lən
Ellenbogengesellschaft	ˈʔɛ.lən.boː.ɡəŋ.ɡə.zɛl.ʃaft
Ellens	ˈʔɛ.ləns
Elliott	ˈʔɛl.jɔt
elliptische	ʔeː.ˈlɪp.tɪ.ʃə
Eloge	ʔɛ.ˈloː.ɡə
Elster	ˈʔɛls.tɐ
Eltern	ˈʔɛl.tɐn
Elternhaus	ˈʔɛl.tɐn.haʊ̯s
Elternschule	ˈʔɛl.tɐn.ʃuː.lə
Elvis	ˈʔɛl.vɪs
Elysium	ʔɛ.ˈlyː.ziː.uːm
Email	ˈʔiː.mɛɪ̯l
emailliert	ʔeː.ma.ˈjiːɐt
Emanzipation	ʔɛ.man.t͡siː.pat͡s.ˈjoːn
Emballage	ʔɛm.ba.ˈlaːʒ
Embryo	ˈʔɛm.bʁyː.oː
Embryologie	ʔɛm.bʁyː.oː.loː.ˈɡiː
Embryonen	ʔɛm.bʁyː.ˈoː.nən
Embryos	ˈʔɛm.bʁyː.oːs
Emigrantin	ʔeː.miː.ˈɡʁan.tɪn
Emigrantinnen	ʔeː.miː.ˈɡʁan.tɪ.nən
emigrierte	ʔeː.mɪ.ˈɡʁiːɐ.tə
Emil	ˈʔeː.mɪl
Emilie	ʔeː.ˈmiː.liː.jə
Emir	ˈʔeː.miːɐ
Emission	ʔeː.mɪ.ˈsjoːn
Emissionen	ʔeː.mɪ.ˈsjoː.nən
Emma	ˈʔɛ.maː
Emmy	ˈʔɛ.miː
emotion	ʔeː.moː.ˈt͡sjoːn
emotional	ʔeː.moː.t͡sjoː.ˈnaːl
emotionalisieren	ʔeː.moː.t͡sjoː.naː.liː.ˈziː.ʁən
emotionell	ʔeː.moː.t͡sjoː.ˈnɛl
empfahl	ʔɛm.ˈp͡faːl
empfand	ʔɛm.ˈp͡fant
empfanden	ʔɛm.ˈp͡fan.dən
empfangen	ʔɛm.ˈp͡fa.ŋən
empfehlen	ʔɛm.ˈp͡feː.lən
Empfehlung	ʔɛm.ˈp͡feː.lʊŋ
empfiehlt	ʔɛm.ˈp͡fiːlt
Empfinden	ʔɛm.ˈp͡fɪn.dən
empfindlichen	ʔɛm.ˈp͡fɪnt.lɪ.çən
empfindsamer	ʔɛm.ˈp͡fɪnt.zaː.mɐ
Empfindung	ʔɛm.ˈp͡fɪn.dʊŋ
Empfindungen	ʔɛm.ˈp͡fɪn.dʊ.ŋən
empfing	ʔɛm.ˈp͡fɪŋ
empfohlen	ʔɛm.ˈp͡foː.lən
empfunden	ʔɛm.ˈp͡fʊn.dən
Empire	ˈʔɛm.paɪ̯.ɐ
Empirik	ʔɛm.ˈpiː.ʁɪk
empirisch	ʔɛm.ˈpiː.ʁɪʃ
empirische	ʔɛm.ˈpiː.ʁɪ.ʃə
empirischen	ʔɛm.ˈpiː.ʁɪ.ʃən
emporkommend	ʔɛm.ˈpoːɐ.kɔ.mənt
emporwuchten	ʔɛm.ˈpoːɐ.vʊç.tən
emsiger	ˈʔɛm.zɪ.ɡɐ
Emulatoren	ʔɛ.muː.la.ˈtoː.ʁən
Emulsion	ʔeː.mʊl.ˈzjoːn
Emulsionen	ʔeː.mʊl.ˈzjoː.nən
en	ˈã
Ende	ˈʔɛn.də
enden	ˈʔɛn.dən
Endergebnis	ˈʔɛnt.ʔɛɐ.ɡeːp.nɪs
endet	ˈʔɛn.dət
endete	ˈʔɛn.də.tə
endeten	ˈʔɛn.də.tən
endlich	ˈʔɛnt.lɪç
endlichen	ˈʔɛnt.lɪ.çən
Endlose	ˈʔɛnt.loː.zə
Endstadium	ˈʔɛnt.ʃtaː.diː.ʊm
Endstadiums	ˈʔɛnt.ʃtaː.diː.ʊms
Endstation	ˈʔɛnt.ʃta.t͡sjoːn
Endstationen	ˈʔɛnt.ʃta.t͡sjoː.nən
Endung	ˈʔɛn.dʊŋ
Endungen	ˈʔɛn.dʊ.ŋən
Energie	ʔɛ.nɛɐ.ˈɡiː
Energieeinsparung	ʔɛ.nɛɐ.ˈɡiː.ʔaɪ̯n.ʃpa.ʁʊŋ
Energien	ʔɛ.nɐ.ˈɡiːn
Energiepolitik	ʔɛ.nɛɐ.ˈɡiː.poː.liː.tiːk
Energiesektor	ʔɛ.nɛɐ.ˈɡiː.zɛk.toːɐ
Energieversorgung	ʔɛ.nɐ.ˈɡiː.fɛɐ.zɔɐ.ɡʊŋ
energisch	ʔeː.ˈnɛʁ.ɡɪʃ
eng	ˈʔɛŋ
Eng	ˈʔɛŋ
Engagement	ʔã.ɡaː.ʒə.ˈmã
engagieren	ʔã.ɡa.ˈʒiː.ʁən
engagiert	ʔã.ɡa.ˈʒiːɐt
engagierte	ʔã.ɡa.ˈʒiːɐ.tə
engagierten	ʔã.ɡa.ˈʒiːɐ.tən
enge	ˈʔɛ.ŋə
Engels	ˈʔɛ.ŋɛls
Engelseher	ˈʔɛŋ.ɡəl.zeː.ɐ
engem	ˈʔɛŋ.əm
engen	ˈʔɛŋ.ən
enger	ˈʔɛŋ.ɐ
engeren	ˈʔɛŋ.ɐ.ʁən
England	ˈʔɛŋ.lant
Englands	ˈʔɛŋ.lant͡s
englisch	ˈʔɛŋ.lɪʃ
Englisch	ˈʔɛŋ.lɪʃ
englische	ˈʔɛŋ.lɪ.ʃə
Englische	ˈʔɛŋ.lɪ.ʃə
englischen	ˈʔɛŋ.lɪ.ʃən
Englischen	ˈʔɛŋ.lɪ.ʃən
englischer	ˈʔɛŋ.lɪ.ʃɐ
Englischsprachig	ˈʔɛŋ.lɪʃ.ʃpʁaː.xɪç
englischsprachigen	ˈʔɛŋ.lɪʃ.ʃpʁaːx.ɪ.ɡən
Engpass	ˈʔɛŋ.pas
engsten	ˈʔɛns.tən
ENIGMA	ʔɛ.ˈnɪɡ.maː
Enkel	ˈʔɛŋ.kəl
Enlais	ˈʔɛn.laɪ̯s
Enner	ˈʔɛ.nɐ
Enners	ˈʔɛ.nɐs
enorm	ʔɛ.ˈnɔɐm
enorme	ˈʔeː.nɔɐ.mə
enormem	ʔeː.ˈnɔʁ.məm
enormen	ʔeː.ˈnɔɐ.mən
Enricos	ʔɛn.ˈʁiː.koːs
Ensemble	ʔã.ˈsãm.bəl
Ensembles	ʔã.ˈsãm.bəls
Ensisweiler	ˈʔɛn.zɪs.vaɪ̯.lɐ
entdeckt	ʔɛnt.ˈdɛkt
entdeckte	ʔɛnt.ˈdɛk.tə
entdeckten	ʔɛnt.ˈdɛk.tən
Entdeckung	ʔɛnt.ˈdɛ.kʊŋ
Entdeckungen	ˈʔɛnt.dɛ.kʊ.ŋən
Ente	ˈʔɛn.tə
Entente	ʔã.ˈtãt
Enterprise	ˈʔɛn.tɐ.praɪ̯s
Entertainer	ˈʔɛn.tɐ.tɛː.nɐ
Entertainment	ʔɛn.tɐ.ˈtaɪ̯n.mənt
entfacht	ʔɛnt.ˈfaxt
entfallen	ʔɛnt.ˈfa.lən
entfalten	ʔɛnt.ˈfal.tən
entfernt	ʔɛnt.ˈfɛʁnt
entfernten	ʔɛnt.ˈfɐn.tən
Entfernung	ʔɛnt.ˈfɛɐ.nʊŋ
Entfernungen	ʔɛnt.ˈfɛɐ.nʊ.ŋən
entfleuchte	ʔɛnt.ˈflɔʏ̯ç.tə
entgegen	ʔɛnt.ˈɡeː.ɡən
