Form	Pronunciation
auteur	oːtœːʁ
auto	ɑʊ̯toː
Autobunn	ɑʊ̯toːbun
autobunnssortie	ɑʊ̯toːbunssɔʁtiː
Autofuerer	ɑʊ̯toːfuə̯ʁɐ
automobilistinne	ɑʊ̯toːmobilistinə
autorinne	ɑʊ̯toːʁinə
Avancen	ɑvɑ̃ːsən
Avantage	ɑvɑ̃ːtaːʃ
avenue	ɑvənyː
avenuen	ɑvənyːən
averstan	ɑfɐʃtaːn
avertéieren	ɑvæʁtɜɪ̯əʁən
avertéiers	ɑvæʁtɜɪ̯ɐs
avis	ɑviː
Avise	ɑviːə
Avisen	ɑviːən
awanderinne	ɑvɑndəʁinə
awar	ɑvaːʁ
aweeche	ɑveːɕə
aweechen	ɑveːɕən
aweie	ɑvɑɪ̯ə
aweien	ɑvɑɪ̯ən
awëllege	ɑvələʑə
awëllegen	ɑvələʑən
awëllegung	ɑvələʑuŋ
awer	aːvɐ
awerglaf	aːvɐɡlaːf
Awuer	ɑvuɐ
Awunner	ɑvunɐ
awunnerinne	ɑvunəʁinə
Baach	baːχ
baang	baːŋ
baarbes	baːʁbəs
baarf	baːʁf
Baarmhäerzegkeet	baːʁmhɛːɐt͡səɕkeːt
Baart	baːʁt
baartbiischt	baːʁtbiːʃt
baasch	baːʃ
babbele	bɑbələ
babbelen	bɑbələn
babysitterinne	bɑbiːsitəʁinə
Bäcker	bækɐ
Bäckerei	bækəʁɑɪ̯
bäckesch	bækəʃ
bad	baːt
badgë	bæd͡ʒə
Badge	bæt͡ʃ
badgen	bæd͡ʒən
baffe	bɑfə
baffen	bɑfən
Bagage	bɑɡaːʃ
Bagger	bɑɡɐ
bäichelche	bæːɪ̯ɕəlɕə
Bäichelchen	bæːɪ̯ɕəlɕən
baichelcher	bɑɪ̯ɕəlɕɐ
bäiginn	bæːɪ̯ɡin
bäigoe	bæːɪ̯ɡoːə
bäigoen	bæːɪ̯ɡoːən
bäilafe	bæːɪ̯laːfə
bäilafen	bæːɪ̯laːfən
bäilagen	bæːɪ̯laːʁən
Bäileed	bæːɪ̯leːt
bäiluegt	bæːɪ̯luə̯ɕt
bäisse	bæːɪ̯sə
baisse	bæs
bäissen	bæːɪ̯sən
bäiwunne	bæːɪ̯vunə
bäiwunnen	bæːɪ̯vunən
Bak	baːk
Bake	baːkə
baken	baːkən
bakzant	baːkt͡sɑnt
bal	baːl
Balkon	bɑlkɑ̃ː
Ball	bɑl
Ballet	bɑleː
Ballon	bɑlɑ̃ː
balucke	bɑlukə
balucken	bɑlukən
Bam	baːm
bampele	bɑmpələ
bampelen	bɑmpələn
Bamstamm	baːmʃtɑm
banal	bɑnaːl
banane	bɑnɑn
band	bɑnt
bandage	bɑndaːʃ
banditinne	bɑnditinə
Bänk	bæŋk
bank	bɑŋk
Bänke	bæŋkə
Banke	bɑŋkə
Bänken	bæŋkən
Banken	bɑŋkən
bankerinne	bæŋkəʁinə
banne	bɑnə
bannen	bɑnən
bannendes	bɑnəndəs
Bannenhaff	bɑnənhɑf
Bänner	bænɐ
baroninne	bɑʁoːninə
Barrage	bɑʁaːʃ
Barrière	bɑʁiɛːʁ
bascht	bɑʃt
baschte	bɑʃtə
baschten	bɑʃtən
Basis	baːzis
basketspillerinne	bɑskæt͡ʃpiləʁinə
baskett	bɑskæt
bass	bɑs
bassistinne	bɑsistinə
bastele	bɑstələ
bastelen	bɑstələn
bastlerinne	bɑstləʁinə
bataklang	bɑtɑklɑŋ
batter	bɑtɐ
Batterie	bɑtəʁiː
bätz	bæt͡s
Batz	bɑt͡s
Bau	bæːʊ̯
bauaarbechterinne	bɑʊ̯aːʁbəɕtəʁinə
Bauch	bæːʊ̯χ
baue	bɑʊ̯ə
bauen	bɑʊ̯ən
Bauer	bɑʊ̯ɐ
Bauerenhaff	bɑʊ̯əʁənhɑf
baufälleg	bæːʊ̯fæləɕ
baukaste	bɑʊ̯kɑstə
baukasten	bɑʊ̯kɑstən
baupse	bɑʊ̯psə
baupsen	bɑʊ̯psən
bauscheg	bæːʊ̯ʃəɕ
bausse	bæːʊ̯sə
baussen	bæːʊ̯sən
beaaften	bəaːftən
beaarbecht	bəaːʁbəɕt
beaarbechte	bəaːʁbəɕtə
beafe	bəaːfə
beafloss	bəɑflos
beamt	biːmt
Beamte	bəɑmtə
beamtebeleidegung	bəɑmtəbəlɑɪ̯dəʑuŋ
Beamten	bəɑmtən
beandrock	bəɑndʁok
beandrocke	bəɑndʁokə
beängschtegend	bəæŋʃtəʑənt
beäntwer	bəæntvɐ
beäntwere	bəæntvəʁə
Beauté	boːteː
Becher	bæɕɐ
Béchs	beks
béchse	beksə
béchsefleesch	beksəfleːʃ
béchsen	beksən
béchsenöffner	beksənœfnɐ
bécke	bekə
bécken	bekən
bedauere	bədɑʊ̯əʁə
bedaueren	bədɑʊ̯əʁən
bedauerlech	bədɑʊ̯ɐləɕ
bedeite	bədɑɪ̯tə
bedeiten	bədɑɪ̯tən
bedeitend	bədɑɪ̯tənt
Bedierfnesser	bədiɐ̯fnəsɐ
bedrécke	bədʁekə
bedrécken	bədʁekən
bedreckse	bədʁæksə
bedrecksen	bədʁæksən
bedupse	bədupsə
bedupsen	bədupsən
Bee	beː
beeme	beːmə
beemen	beːmən
been	beːn
Bees	beːs
Beesen	beːsən
befriddegend	bəfʁidəʑənt
begaabt	bəɡaːpt
begeeschtert	bəɡeːʃtɐt
Begeeschterung	bəɡeːʃtəʁuŋ
begéine	bəɡɜɪ̯nə
begéinen	bəɡɜɪ̯nən
begleede	bəɡleːdə
begleeden	bəɡleːdən
begradegen	bəɡʁaːdəʑən
begräife	bəɡʁæːɪ̯fə
begräifen	bəɡʁæːɪ̯fən
begréisse	bəɡʁɜɪ̯sə
begréissen	bəɡʁɜɪ̯sən
Begréissung	bəɡʁɜɪ̯suŋ
Begriefnes	bəɡʁiə̯fnəs
begruewe	bəɡʁuə̯və
begruewen	bəɡʁuə̯vən
behaapte	bəhaːptə
behaapten	bəhaːptən
behandele	bəhɑndələ
behandelen	bəhɑndələn
behenn	bəhæn
behuele	bəhuə̯lə
behuelen	bəhuə̯lən
bei	bɑɪ̯
béie	bɜɪ̯ə
beiekinniginne	bɑɪ̯əkiniɡinə
béien	bɜɪ̯ən
beienee	bɑɪ̯əneː
beieneen	bɑɪ̯əneːn
beienziichterinne	bɑɪ̯ənt͡siːɕtəʁinə
Béier	bɜɪ̯ɐ
beiestack	bɑɪ̯əʃtɑk
beifall	bɑɪ̯fɑl
beige	bɛːʃ
beil	bɑɪ̯l
beim	bɑɪ̯m
béis	bɜɪ̯s
Beispill	bɑɪ̯ʃpil
bejoe	bəjoːə
bejoen	bəjoːən
bekannt	bəkɑnt
bekannte	bəkɑntə
bekannten	bəkɑntən
Bekanntschaft	bəkɑnt͡ʃɑft
bekäppe	bəkæpə
bekäppen	bəkæpən
bekéierunge	bəkɜɪ̯əʁuŋə
bekloe	bəkloːə
bekloen	bəkloːən
bekucke	bəkukə
bekucken	bəkukən
belagere	bəlaːɡəʁə
belageren	bəlaːɡəʁən
belästege	bəlæstəʑə
belästegen	bəlæstəʑən
beléie	bəlɜɪ̯ə
beléien	bəlɜɪ̯ən
belibeg	bəliːbəɕ
beliichte	bəliːɕtə
beliichten	bəliːɕtən
Beliichtung	bəliːɕtuŋ
bëlleg	bələɕ
beloune	bələʊ̯nə
belounen	bələʊ̯nən
Belounung	bələʊ̯nuŋ
belsch	bælʃ
bemustere	bəmustəʁə
bemusteren	bəmustəʁən
bëndelche	bəndəlɕə
bëndelchen	bəndəlɕən
beneiden	bənɑɪ̯dən
benevol	benevol
Bengel	bæŋəl
beniwwelen	bənivələn
benotze	bənot͡sə
benotzen	bənot͡sən
benotzerinne	bənot͡səʁinə
benotzerrotschlag	bənot͡sɐʁoːt͡ʃlaːχ
Bensin	bænzin
bensinspompel	bænzinspompəl
Bensinsstatioun	bænzinsʃtaːt͡sjəʊ̯n
berappe	bəʁɑpə
berappen	bəʁɑpən
berechne	bəʁæɕnə
berechnen	bəʁæɕnən
Berechnung	bəʁæɕnuŋ
beréiere	bəʁɜɪ̯əʁə
beréieren	bəʁɜɪ̯əʁən
berode	bəʁoːdə
beroden	bəʁoːdən
beroderinne	bəʁoːdəʁinə
berouege	bəʁəʊ̯əʑə
berouegen	bəʁəʊ̯əʑən
Berouegungsmëttel	bəʁəʊ̯əʑuŋsmətəl
Berri	bæʁiː
beruff	bəʁuf
beruffsgrupp	bəʁufsɡʁup
berühmt	bəʁyːmt
besat	bəsaːt
Bësch	bəʃ
bëschaarbechterinne	bəʃaːʁbəɕtəʁinə
beschäftegungssommet	bəʃæftəʑuŋssomeː
Beschass	bəʃɑs
bescheed	bəʃeːt
bescheide	bəʃɑɪ̯də
bescheiden	bəʃɑɪ̯dən
bescheinege	bəʃɑɪ̯nəʑə
bescheinegen	bəʃɑɪ̯nəʑən
beschëllege	bəʃələʑə
beschëllegen	bəʃələʑən
beschiedege	bəʃiə̯dəʑə
beschiedegen	bəʃiə̯dəʑən
beschmiere	bəʃmiə̯ʁə
beschmieren	bəʃmiə̯ʁən
Bëschof	bəʃoːf
beschrëftung	bəʃʁəftuŋ
beschreiwe	bəʃʁɑɪ̯və
beschreiwen	bəʃʁɑɪ̯vən
Beschreiwung	bəʃʁɑɪ̯vuŋ
beschte	bæʃtə
beschten	bæʃtən
beschütze	bəʃyt͡sə
beschützen	bəʃyt͡sən
beschwéiere	bəʃwɜɪ̯əʁə
beschwéieren	bəʃwɜɪ̯əʁən
bëschzerstéierung	bəʃt͡sɐʃtɜɪ̯əʁuŋ
bësele	bəzələ
bëselen	bəzələn
besetze	bəzæt͡sə
besetzen	bəzæt͡sən
Besëtzer	bəzət͡sɐ
besëtzerinne	bəzət͡səʁinə
besiche	bəziɕə
besichen	bəziɕən
besoff	bəzof
besoin	bəzwɛ̃ː
besonnesch	bəzonəʃ
bësse	bəsə
bëssen	bəsən
besser	bæsɐ
besserer	bæsəʁɐ
besseres	bæsəʁəs
Besserung	bæsəʁuŋ
besserwësserinne	bæsɐvəsəʁinə
bestelle	bəʃtælə
bestellen	bəʃtælən
Bestellung	bəʃtæluŋ
bestëmmt	bəʃtəmt
bestierzung	bəʃtiɐ̯t͡suŋ
Bestietnes	bəʃtiə̯tnəs
bestoe	bəʃtoːə
bestoen	bəʃtoːən
bestrofe	bəʃtʁoːfə
bestrofen	bəʃtʁoːfən
Bestseller	bæst͡sælɐ
bestuede	bəʃtuə̯də
bestueden	bəʃtuə̯dən
bestuet	bəʃtuə̯t
Besuch	bəzuχ
besuddele	bəzudələ
besuddelen	bəzudələn
betaaschte	bətaːʃtə
betaaschten	bətaːʃtən
Bëtong	bətoŋ
betoune	bətəʊ̯nə
betounen	bətəʊ̯nən
Betounung	bətəʊ̯nuŋ
Betrib	bətʁiːp
Bett	bæt
bettduch	bætduχ
bettseecheschzalot	bætzeːʃəʃt͡sɑloːt
bettspree	bæt͡ʃpʁeː
bevëlkere	bəvəlkəʁə
Bewäertungssystem	bəvɛːɐtuŋssisteːm
Bewäis	bəvæːɪ̯s
bewässere	bəvæsəʁə
bewässeren	bəvæsəʁən
bewege	bəveːʑə
bewegen	bəveːʑən
beweise	bəvɑɪ̯zə
beweisen	bəvɑɪ̯zən
bewëllege	bəvələʑə
bewëllegen	bəvələʑən
bewonnere	bəvonəʁə
bewonneren	bəvonəʁən
bewonnereswäert	bəvonəʁəsvɛːɐt
Bewonnerung	bəvonəʁuŋ
bewosstlosegkeet	bəvostloːzəɕkeːt
bezéiungsproblem	bət͡sɜɪ̯uŋspʁobleːm
bezuele	bət͡suə̯lə
bezuelen	bət͡suə̯lən
bibeltext	bibəltækst
Biber	biːbɐ
bibliothecairinne	biblioteːkɛːʁinə
Bibliothéik	bibliotɜɪ̯k
Bic	bik
bich	biɕ
Bichelche	biɕəlɕə
Bichelchen	biɕəlɕən
Bicherbuttek	biɕɐbutek
Bicherschaf	biɕɐʃaːf
bidde	bidə
bidden	bidən
biddo	bidoː
bidet	bideː
biede	biə̯də
bieden	biə̯dən
biegerinitiativ	bieːʑɐinit͡sjɑtiːf
Bier	biɐ̯
Bierg	biɐ̯ɕ
biergaarbechterinne	biɐ̯ɕaːʁbəɕtəʁinə
Bierger	biɐ̯ʑɐ
biergerinne	biɐ̯ʑəʁinə
biergsteigerinne	biɐ̯ɕʃtɑɪ̯ʑəʁinə
Bierk	biɐ̯k
Biesem	biə̯zəm
biffdeck	bifdæk
bigoudi	biɡudiː
Biischt	biːʃt
Bijou	biʒuː
Bijouterie	biʒuːtəʁiː
bild	bilt
bildungschaos	bilduŋskaːos
Bille	bilə
billen	bilən
Biller	bilɐ
Billerbuch	bilɐbuχ
Billjee	biljeː
Bir	biɐ̯
birele	biːʁələ
birelen	biːʁələn
bis	bis
Bistro	bistʁoː
bitze	bit͡sə
bitzen	bit͡sən
bitzmaschinne	bit͡smɑʃinə
biz	biːt͡s
Bläi	blæːɪ̯
Bläistëft	blæːɪ̯ʃtəft
bläizaldot	blæːɪ̯t͡sɑldoːt
blaméiere	blɑmɜɪ̯əʁə
blaméieren	blɑmɜɪ̯əʁən
blann	blɑn
bläre	blɛːʁə
blären	blɛːʁən
Blat	blaːt
blatzeg	blɑt͡səɕ
Blech	blæɕ
blechschléier	bləɕʃlɜɪ̯ɐ
Bléck	blek
bleech	bleːɕ
Bléi	blɜɪ̯
bléie	blɜɪ̯ə
bléien	blɜɪ̯ən
bléimele	bleːimələ
bléimelen	bleːimələn
bleiwe	blɑɪ̯və
bleiwen	blɑɪ̯vən
blénke	bleŋkə
blénken	bleŋkən
bless	blæs
blesséiere	blæsɜɪ̯əʁə
blesséieren	blæsɜɪ̯əʁən
blesséierte	blæsɜɪ̯ɐtə
blesséierten	blæsɜɪ̯ɐtən
Blëtz	blət͡s
blëtze	blət͡sə
blëtzen	blət͡sən
blo	bloː
block	blok
blöd	bløːt
bloder	bloːdɐ
bloelzeg	bloːəlt͡səɕ
blond	blont
Blos	bloːs
blose	bloːzə
blosen	bloːzən
Blouse	bluːs
bludde	bludə
bludden	bludən
Bluddung	bluduŋ
Blumm	blum
blummebeet	bluməbeːt
blummebuttek	bluməbutek
Blummendëppe	bluməndəpə
Blummendëppen	bluməndəpən
blus	bluːs
Blutt	blut
bluttaarmutt	bludaːʁmut
Bluttdrock	blutdʁok
Bobine	bobin
bobinne	bobinə
Bockel	bokəl
bockeleg	bokələɕ
bockeleges	bokəleɡəs
bocksprange	bokʃpʁɑŋə
bocksprangen	bokʃpʁɑŋən
bokal	bokaːl
Boll	bol
Bols	bols
Boma	boːmaː
bomen	boːmən
bomercher	boːmɐɕɐ
Bomi	boːmi
Bomien	boːmiːən
Bomm	bom
bompele	bompələ
bompelen	bompələn
bon	bɑ̃ː
Bongert	boŋɐt
Boni	boːni
bonjour	bɑ̃ːʒuːɐ
bonsoir	bɑ̃ːswaːʁ
bonusse	boːnusə
bonzele	bont͡sələ
bonzelen	bont͡sələn
Boot	boːt
Bopa	boːpaː
bor	boːʁ
bord	bɔːʁ
bordüre	bɔʁdyːʁ
borem	boːʁəm
bosnesch	bosnəʃ
bosseg	bosəɕ
botanikerinne	botaːnikəʁinə
Botte	bot
Botter	botɐ
Botz	bot͡s
botze	bot͡sə
botzen	bot͡sən
Botzerei	bot͡səʁɑɪ̯
Botzfra	bot͡sfʁaː
Bou	bəʊ̯
bouaker	bəʊ̯aːkɐ
Bouf	bəʊ̯f
bougie	buʒiː
boule	bul
boulette	bulæt
Boun	bəʊ̯n
Bouquet	bukeː
bouschéisse	bəʊ̯ʃɜɪ̯sə
Bouschéissen	bəʊ̯ʃɜɪ̯sən
Bouss	bəʊ̯s
Boutique	butik
boutiquë	butikə
box	boks
Boxe	boksə
boxen	boksən
boxerinne	boksəʁinə
boycott	boɪkot
braavst	bʁaːfst
braderië	bʁɑdeʁiːə
braderieen	bʁɑdeʁiːən
Bräiläffel	bʁæːɪ̯læfəl
Bräitchemann	bʁæːɪ̯t͡ɕəmɑn
Brak	bʁaːk
brand	bʁɑnt
brandwonn	bʁɑntvon
Branntewäin	bʁɑntəvæːɪ̯n
brasseli	bʁɑsəli
bratzele	bʁɑt͡səle
bratzelen	bʁɑt͡səlen
brauch	bʁæːʊ̯χ
brauche	bʁæːʊ̯χə
brauchen	bʁæːʊ̯χən
brauereisecteur	bʁɑʊ̯əʁɑɪ̯sæktœːʁ
brauereispäerd	bʁɑʊ̯əʁɑɪ̯spɛːɐt
braumeeschterinne	bʁæːʊ̯meːʃtəʁinə
braut	bʁæːʊ̯t
brautrank	bʁæːʊ̯tʁɑŋk
brav	bʁaːf
braven	bʁaːvən
braver	bʁaːvɐ
bravo	bʁaːvoː
Bréck	bʁek
breet	bʁeːt
bréie	bʁɜɪ̯ə
bréien	bʁɜɪ̯ən
Bréif	bʁɜɪ̯f
Bréifboîte	bʁɜɪ̯fbwɑt
Bréifdréier	bʁɜɪ̯fdʁɜɪ̯ɐ
Bréifkëscht	bʁɜɪ̯fkəʃt
Bréitche	bʁɜɪ̯t͡ɕə
Bréitchen	bʁɜɪ̯t͡ɕən
Brëll	bʁəl
brëlle	bʁələ
brëllen	bʁələn
Brems	bʁæms
bremse	bʁæmzə
bremsen	bʁæmzən
brénge	bʁeŋə
bréngen	bʁeŋən
brenne	bʁænə
brennen	bʁænən
Bretelle	bʁətæl
bretonesch	bʁətoːnəʃ
bretze	bʁæt͡sə
bretzeg	bʁæt͡səɕ
bretzen	bʁæt͡sən
brieche	bʁiə̯ɕə
briechen	bʁiə̯ɕən
Briet	bʁiə̯t
Briquet	bʁikeː
Britt	bʁit
brockelche	bʁokəlɕə
brockelchen	bʁokəlɕən
brode	bʁoːdə
brodéiere	bʁodɜɪ̯əʁə
brodéieren	bʁodɜɪ̯əʁən
broden	bʁoːdən
bromä	bʁomɛː
brong	bʁoŋ
bronkeg	bʁoŋkəɕ
bronz	bʁɑ̃ːs
brooch	bʁoːχ
brooche	bʁoːχə
broochen	bʁoːχən
Broscht	bʁoʃt
Broschür	bʁoʃyʁ
Brot	bʁoːt
Brout	bʁəʊ̯t
broutmaschinn	bʁəʊ̯tmɑʃin
Brudder	bʁudɐ
brüsk	bʁysk
brutal	bʁutaːl
brutsche	bʁut͡ʃə
brutschen	bʁut͡ʃən
buch	buχ
bucht	buχt
Bud	buːt
bude	buːdə
Buden	buːdən
budget	byd͡ʒɛː
budgetsministerinne	byd͡ʒɛːsministəʁinə
buedbidde	buə̯tbidə
Buedbidden	buə̯tbidən
buede	buə̯də
Buedem	buə̯dəm
bueden	buə̯dən
Buedzëmmer	buə̯tt͡səmɐ
buedzëmmerschaf	buə̯tt͡səmɐʃaːf
buerbes	buɐbəs
buere	buə̯ʁə
bueren	buə̯ʁən
buerfouss	buɐfəʊ̯s
Buerg	buɐɕ
Buergermeeschter	buə̯ʑɐmeːʃtɐ
buergermeeschterinne	buɐʑɐmeːʃtəʁinə
buermaschinn	buɐmɑʃin
buermaschinne	buɐmɑʃinə
Buffet	byfeː
Bull	bul
Bulli	buli
bullong	buloŋ
bün	byːn
Büneshow	byːnəʃəuw
Bur	buːʁ
bureau	byʁoː
Büro	byʁoː
bürokratesch	byʁoːkʁaːtəʃ
bürosklamer	byʁoːsklaːmɐ
bus	bus
busbilljee	busbiljeː
Buschauffer	busʃoːfɐ
Buschtaf	buʃtaːf
buschtawéiere	buʃtaːvɜɪ̯əʁə
buschtawéieren	buʃtaːvɜɪ̯əʁən
buslinne	buslinə
bussar	busaːʁ
Buttek	butek
Butteker	butekɐ
butteksfënster	buteksfənstɐ
butzeg	but͡səɕ
cabillaud	kɑbiʒoː
cabine	kɑbin
cabinet	kɑbineː
cabinetspabeier	kɑbineːspɑbɑɪ̯ɐ
cabinne	kɑbinə
cadeau	kɑdoː
café	kɑfeː
caissier	keːsjeː
Caissière	kæsiɛːʁ
calepin	kɑlpɛ̃ː
Camion	kɑmjɑ̃ː
Camionette	kɑmjonæt
Camionschauffer	kɑmjɑ̃ːsʃoːfɐ
campagne	kɑ̃ːmpɑɲ
Campagnë	kɑ̃ːmpɑɲə
Campagnen	kɑ̃ːmpɑɲən
campéiere	kæmpɜɪ̯əʁə
campéieren	kæmpɜɪ̯əʁən
Canapé	kɑnɑpeː
Cantonnier	kɑntonjeː
Capot	kɑpoː
cartouche	kɑʁtuʃ
casserole	kɑsəʁol
cassette	kɑsæt
Cauchemar	koːʃmaːʁ
cd	t͡seːdeː
cendrier	sɑ̃ːdʁijeː
chaiselongue	ʃɛːzlɑ̃ːɡ
chalumeau	ʃɑlymoː
chamberpresidentinne	ʃɑ̃ːmbɐpʁezidæntinə
chamberspresidentinne	ʃɑ̃ːmbɐspʁezidæntinə
Champignon	ʃɑ̃ːpiɲɑ̃ː
Champion	ʃɑ̃ːpjɑ̃ː
chance	ʃɑ̃ːs
change	ʃɑ̃ːʃ
changéiere	ʃɑ̃ːʒɜɪ̯əʁə
changéieren	ʃɑ̃ːʒɜɪ̯əʁən
chantier	ʃɑ̃ːtjeː
chaotinne	ʃaːoːtinə
charmant	ʃɑʁmɑnt
Charme	ʃaːʁm
chaudière	ʃoːdjɛːʁ
Chauffer	ʃoːfɐ
chef	ʃæf
cheffinne	ʃæfinə
chemesch	ʃeːməʃ
cheminee	ʃmineː
chic	ʃik
Chimie	ʃimiː
chinesesch	ʃineːzəʃ
Chips	ʃips
chirurginne	ɕiʁuʁʑinə
choix	ʃwɑ
cholerikerinne	koːleːʁikəʁinə
Cholesterol	koːlæsteʁol
choufleur	ʃuflœːʁ
Chrëschtbeemche	kʁəʃtbeːmɕə
Chrëschtbeemchen	kʁəʃtbeːmɕən
Chrëschtdag	kʁəʃtdaːχ
chrëschtinne	kʁəʃtinə
Chrëschtmaart	kʁəʃtmaːʁt
Claude	kloːdə
clementine	kləmɑ̃ːtin
client	kliɑ̃ː
clientèle	kliɑ̃ːtæl
clinique	klinik
clôture	kloːtyːʁ
Clown	kloːn
CNS	t͡seːænæs
Coiffer	kwɑfɐ
Col	kol
collant	kolɑ̃ː
colle	kol
commissairinne	komisɛːʁinə
Commissioun	komisjəʊ̯n
communiqué	komynikeː
Comptabel	kɑ̃ːtaːbəl
computer	kompjuːtɐ
concert	kɑ̃ːsɛːʁ
Concierge	kɑ̃ːsjɛːʁʃ
conciergë	kɑ̃ːsjɛːʁʒə
conciergen	kɑ̃ːsjɛːʁʒən
concours	kɑ̃ːkuːɐ
congé	kɑ̃ːʒeː
contraire	kɑ̃ːtʁɛːʁ
cool	kuːl
copie	kopiː
cornichon	koʁniʃɑ̃ː
cortège	koʁtɛːʃ
costume	kostym
côte	koːt
coton	kotɑ̃ː
Couchen	kuɕən
courage	kuʁaːʃ
couragéiert	kuʁɑʒɜɪ̯ɐt
courrier	kuʁjeː
cours	kuːɐ
course	kuʁs
coursemaschinn	kuʁsmɑʃin
coursen	kuːəʁən
coursse	kuʁsə
courssen	kuʁsən
Cousin	kuzɛ̃ː
Cousine	kuzin
coussin	kusɛ̃ː
couverte	kuvɛːʁə
couverten	kuvɛːʁən
cravate	kʁɑvɑt
crème	kʁɛːm
crevette	kʁəvæt
cric	kʁik
cricket	kʁikeː
Croissant	kʁwɑsɑ̃ː
d	d̥
da	dɑ
Daach	daːχ
daachdeckerinne	daːχdækəʁinə
Daarm	daːʁm
Dabo	daːboː
daccord	dɑkɔːʁ
dach	dɑχ
dachs	dɑks
dacks	dɑks
dactylo	dɑktiloː
däerfe	dɛːɐfə
däerfen	dɛːɐfən
daf	daːf
dafstomm	daːfʃtom
dag	daːχ
dagdeeglech	daːχdeːɕləɕ
dagesausflich	daːʒəsæːʊ̯sfliɕ
dagesfahrt	daːʒəsfaːʁt
daierlech	dɑɪ̯ɐləɕ
däin	dæːɪ̯n
däischter	dæːɪ̯ʃtɐ
däischtert	dæːɪ̯ʃtɐt
däitlech	dæːɪ̯tləɕ
Däitlechkeet	dæːɪ̯tləɕkeːt
däitsch	dæːɪ̯t͡ʃ
Däitschland	dæːɪ̯t͡ʃlɑnt
Däiwel	dæːɪ̯vəl
däiwelspakt	dæːɪ̯vəlspɑkt
Dall	dɑl
dame	dɑm
Damp	dɑmp
dämpe	dæmpə
dämpen	dæmpən
dänesch	dɛːnəʃ
dann	dɑn
dännebam	dænəbaːm
dännebësch	dænəbəʃ
danz	dɑnt͡s
danze	dɑnt͡sə
danzen	dɑnt͡sən
Dänzer	dænt͡sɐ
Dänzerin	dænt͡səʁin
dänzerinne	dænt͡səʁinə
daper	daːpɐ
Dar	daːʁ
därbaants	dɛːʁbaːnt͡s
Däreldéier	dɛːʁəldɜɪ̯ɐ
dat	daːt
datselwecht	daːtzælvəɕt
datt	dɑt
dattel	dɑtəl
Datum	daːtum
Datz	dɑt͡s
dauche	dæːʊ̯χə
dauchen	dæːʊ̯χən
Dauer	dɑʊ̯ɐ
dauere	dɑʊ̯əʁə
daueren	dɑʊ̯əʁən
Dauf	dɑʊ̯f
Daum	dɑʊ̯m
dausend	dɑʊ̯zənt
de	də
débarras	deːbɑʁaː
deboiséieren	debwɑzɜɪ̯əʁən
debrouilléier	debʁujɜɪ̯ɐ
débrouilléiere	debʁujɜɪ̯əʁə
debrouilléieren	dəbʁujɜɪ̯əʁən
debutant	deːbytɑnt
decalage	deːkɑlaːʃ
dech	dəɕ
decharge	dəʃɑʁʃ
décidéiere	deːsidɜɪ̯əʁə
décidéieren	deːsidɜɪ̯əʁən
déck	dek
decke	dækə
Deckel	dækəl
decken	dækən
déckflësseg	dekfləsəɕ
déckkäppeg	dekkæpəɕ
Declaratioun	deklɑʁaːt͡sjəʊ̯n
déclaréiere	deklɑʁɜɪ̯əʁə
déclaréieren	deklɑʁɜɪ̯əʁən
décor	dekɔːʁ
dee	deː
deefe	deːfə
deefen	deːfən
deeg	deːɕ
deeglaang	deːɕlaːŋ
deeglech	deːɕləɕ
deegwuere	deːɕvuə̯ʁə
deegwueren	deːɕvuə̯ʁən
deel	deːl
deele	deːlə
deelen	deːlən
deelhuele	deːlhuə̯lə
deelhuelen	deːlhuə̯lən
deelweis	deːlvɑɪ̯s
deemno	deːmnoː
deemools	deːmoːls
deen	deːn
deeselwechte	deːzælvəɕtə
deeselwechten	deːzælvəɕtən
déforméiere	defɔʁmɜɪ̯əʁə
déforméieren	defɔʁmɜɪ̯əʁən
defouléiert	dəfulɜɪ̯ɐt
déi	dɜɪ̯
déide	dɜɪ̯də
déiden	dɜɪ̯dən
deier	dɑɪ̯ɐ
déier	dɜɪ̯ɐ
déieregaart	dɜɪ̯əʁəɡaːʁt
déif	dɜɪ̯f
déift	dɜɪ̯ft
déischen	dɜɪ̯sjən
déiselwecht	dɜɪ̯zælvəɕt
Delegatioun	deleɡaːt͡sjəʊ̯n
Delikt	delikt
dëlpessen	dəlpəsən
delphin	dælfiːn
Delta	dæltaː
demande	dəmɑ̃ːt
demaskéier	demɑskɜɪ̯ɐ
Dementi	dəmæntiː
démodéiert	demodɜɪ̯ɐt
demographeschen	demoɡʁaːfəʃən
demographie	demoɡʁaːfiː
demonstrant	demonstʁɑnt
Demonstrante	demonstʁɑntə
Demonstranten	demonstʁɑntən
dëmpe	dəmpə
dëmpen	dəmpən
den	dən
Dénger	deŋɐ
Déngscht	deŋʃt
denke	dæŋkə
denken	dæŋkən
Denkmal	dæŋkmaːl
dënn	dən
Dënschdeg	dənʃdəɕ
dënschdege	dənʃdəʑə
dënschdegen	dənʃdəʑən
dënschdes	dənʃdəs
dépanneuse	depɑnøːs
départ	depaːʁ
depassement	dəpɑsəmɑ̃ː
depassemente	dəpɑsəmɑ̃ːə
depassementen	dəpɑsəmɑ̃ːən
Dëppe	dəpə
Dëppen	dəpən
der	dɐ
derangement	dəʁɑ̃ːʒəmænt
