Form	Pronunciation
dessines	de.ˈsin
dessinez	de.si.ˈne
dessins	de.ˈsẽ
dessouder	de.su.ˈde
dessous	də.ˈˈsu
dessous-de-table	də.ˈsu.də.ta.ˈblə
dessus	də.ˈˈsy
destabilisait	dɛs.ta.bi.li.ˈzɛ
destabilisant	dɛs.ta.bi.li.ˈzã
destabilisante	dɛs.ta.bi.li.ˈzãt
destabilisantes	dɛs.ta.bi.li.ˈzãt
destabilisants	dɛs.ta.bi.li.ˈzã
destabilisateur	dɛs.ta.bi.li.za.ˈtœʁ
destabilisateurs	dɛs.ta.bi.li.za.ˈtœʁ
destabilisation	dɛs.ta.bi.li.za.ˈsjõ
destabilisations	dɛs.ta.bi.li.za.ˈsjõ
destabilisatrice	dɛs.ta.bi.li.za.ˈtʁis
destabilisatrices	dɛs.ta.bi.li.za.ˈtʁis
destabilise	dɛs.ta.bi.ˈliz
destabilisee	dɛs.ta.bi.li.ˈzi
destabilisees	dɛs.ta.bi.li.ˈzi
destabilisent	dɛs.ta.bi.li.ˈzã
destabiliser	dɛs.ta.bi.li.ˈze
destabilisera	dɛs.ta.bi.li.zə.ˈʁa
destabiliseraient	dɛs.ta.bi.li.zə.ʁɛ.ˈã
destabiliserait	dɛs.ta.bi.li.zə.ˈʁɛ
destabilises	dɛs.ta.bi.ˈliz
destalinisation	dɛs.ta.li.ni.za.ˈsjõ
destin	dɛs.ˈtẽ
destinaient	dɛs.ti.ˈnɛ
destinais	dɛs.ti.ˈnɛ
destinait	dɛs.ti.ˈnɛ
destinant	dɛs.ti.ˈnã
destinataire	dɛs.ti.na.ˈtɛʁ
destinataires	dɛs.ti.na.ˈtɛʁ
destination	dɛs.ti.na.ˈsjõ
destinations	dɛs.ti.na.ˈsjõ
destine	dɛs.ˈtin
destinee	dɛs.ti.ˈni
destinees	dɛs.ti.ˈni
destinent	dɛs.ˈtin
destiner	dɛs.ti.ˈne
destines	dɛs.ˈtin
destins	dɛs.ˈtẽ
destituant	dɛs.ti.ty.ˈã
destitue	dɛs.ti.ˈty
destituee	dɛs.ti.ˈtɥi
destituer	dɛs.ti.ˈtɥe
destitues	dɛs.ti.ˈty
destitution	dɛs.ti.ty.ˈsjõ
destitutions	dɛs.ti.ty.ˈsjõ
destocke	dɛs.ˈtɔk
destocker	dɛs.tɔ.ˈkɛʁ
destrier	dɛs.tʁi.ˈje
destriers	dɛs.tʁi.ˈje
destroyer	dɛs.tʁwa.ˈje
destroyers	dɛs.tʁwa.ˈje
destructeur	dɛs.tʁy.ˈktœʁ
destructeurs	dɛs.tʁy.ˈktœʁ
destructif	dɛs.tʁy.ˈktif
destructifs	dɛs.tʁy.ˈktif
destruction	dɛs.tʁy.ˈksjõ
destructions	dɛs.tʁy.ˈksjõ
destructive	dɛs.tʁy.ˈktiv
destructives	dɛs.tʁy.ˈktiv
destructrice	dɛs.tʁy.ˈktʁis
destructrices	dɛs.tʁy.ˈktʁis
destructuration	dɛs.tʁy.kty.ʁa.ˈsjõ
destructure	dɛs.tʁy.ˈktyʁ
destructuree	dɛs.tʁy.kty.ˈʁi
destructurees	dɛs.tʁy.kty.ˈʁi
destructurer	dɛs.tʁy.kty.ˈʁe
destructures	dɛs.tʁy.ˈktyʁ
desuet	də.ˈˈzɥɛ
desuete	dəzɥt
desuetes	dəzɥt
desuets	də.ˈˈzɥɛ
desuetude	dəzɥ.ˈˈtyd
desuni	də.ˈzy.ˈni
desunie	də.ˈzy.ˈni
desunies	də.ˈzy.ˈni
desunion	də.ˈzy.ˈnjõ
desunir	də.ˈzy.ˈniʁ
desunis	də.ˈzy.ˈni
desunissent	də.ˈzy.ni.ˈsã
desunit	də.ˈzy.ˈni
detacha	də.ˈta.ˈʃa
detachable	də.ˈta.ʃa.ˈblə
detachables	də.ˈta.ʃa.ˈblə
detachaient	də.ˈta.ʃɛ.ˈã
detachait	də.ˈta.ˈʃɛ
detachant	də.ˈta.ˈʃã
detache	də.ˈˈtaʃ
detachee	də.ˈta.ˈʃi
detachees	də.ˈta.ˈʃi
detachement	də.ˈta.ʃə.ˈmã
detachements	də.ˈta.ʃə.ˈmã
detachent	də.ˈta.ˈʃã
detacher	də.ˈta.ˈʃe
detachera	də.ˈta.ʃə.ˈʁa
detacheront	də.ˈta.ʃə.ˈʁõ
detaches	də.ˈˈtaʃ
detail	də.ˈˈtaj
detailla	də.ˈta.ˈja
detaillait	də.ˈta.ˈjɛ
detaillant	də.ˈta.ˈjã
detaillants	də.ˈta.ˈjã
detaille	də.ˈˈtaj
detaillee	də.ˈta.ˈji
detaillees	də.ˈta.ˈji
detaillent	də.ˈta.ˈjã
detailler	də.ˈta.ˈje
detaillera	də.ˈta.jə.ˈʁa
detailles	də.ˈˈtaj
detaillez	də.ˈta.ˈje
details	də.ˈˈtaj
detale	də.ˈˈtal
detalent	də.ˈta.ˈlã
detaler	də.ˈta.ˈle
detaxation	də.ˈta.ksa.ˈsjõ
detaxations	də.ˈta.ksa.ˈsjõ
detaxe	də.ˈta.ˈksə
detaxer	də.ˈta.ˈkse
detaxes	də.ˈta.ˈksə
detectable	də.ˈtɛ.kta.ˈblə
detectables	də.ˈtɛ.kta.ˈblə
detectait	də.ˈtɛ.ˈktɛ
detectant	də.ˈtɛ.ˈktã
detecte	də.ˈtɛ.ˈktə
detectee	də.ˈtɛ.ˈkti
detectees	də.ˈtɛ.ˈkti
detectent	də.ˈtɛ.ˈktã
detecter	də.ˈtɛ.ˈkte
detecterait	də.ˈtɛ.ktə.ˈʁɛ
detectes	də.ˈtɛ.ˈktə
detecteur	də.ˈtɛ.ˈktœʁ
detecteurs	də.ˈtɛ.ˈktœʁ
detection	də.ˈtɛ.ˈksjõ
detections	də.ˈtɛ.ˈksjõ
detective	də.ˈtɛ.ˈktiv
detectives	də.ˈtɛ.ˈktiv
deteignait	də.ˈtɛ.ˈnjɛ
deteignent	də.ˈtɛ.ˈnjã
deteindre	də.ˈtẽ.ˈdʁə
deteint	də.ˈˈtẽ
detele	də.ˈtəl
deteler	də.tə.ˈˈle
detelle	də.ˈˈtɛl
detenaient	də.tə.ˈnɛ.ˈã
detenait	də.tə.ˈˈnɛ
detenant	də.tə.ˈˈnã
detend	də.ˈˈtã
detendait	də.ˈtã.ˈdɛ
detendant	də.ˈtã.ˈdã
detendent	də.ˈtã.ˈdã
detendez	də.ˈtã.ˈde
detendra	də.ˈtã.ˈdʁa
detendre	də.ˈtã.ˈdʁə
detendu	də.ˈtã.ˈdy
detendue	də.ˈtã.ˈdy
detendues	də.ˈtã.ˈdy
detendus	də.ˈtã.ˈdy
detenez	də.tə.ˈˈne
detenions	də.tə.ˈˈnjõ
detenir	də.tə.ˈˈniʁ
detenons	də.tə.ˈˈnõ
detente	də.ˈˈtãt
detentes	də.ˈˈtãt
detenteur	də.ˈtã.ˈtœʁ
detenteurs	də.ˈtã.ˈtœʁ
detention	də.ˈtã.ˈsjõ
detentions	də.ˈtã.ˈsjõ
detentrice	də.ˈtã.ˈtʁis
detentrices	də.ˈtã.ˈtʁis
detenu	də.tə.ˈˈny
detenue	də.tə.ˈˈny
detenues	də.tə.ˈˈny
detenus	də.tə.ˈˈny
detergent	də.ˈtɛ.ˈʁʒã
detergents	də.ˈtɛ.ˈʁʒã
deterioraient	də.tə.ˈʁjɔ.ʁɛ.ˈã
deteriorait	də.tə.ˈʁjɔ.ˈʁɛ
deteriorant	də.tə.ˈʁjɔ.ˈʁã
deterioration	də.tə.ˈʁjɔ.ʁa.ˈsjõ
deteriorations	də.tə.ˈʁjɔ.ʁa.ˈsjõ
deteriore	də.tə.ˈˈʁjɔʁ
deterioree	də.tə.ˈʁjɔ.ˈʁi
deteriorees	də.tə.ˈʁjɔ.ˈʁi
deteriorent	də.tə.ˈʁjɔ.ˈʁã
deteriorer	də.tə.ˈʁjɔ.ˈʁe
deteriores	də.tə.ˈˈʁjɔʁ
determina	də.ˈtɛ.ʁmi.ˈna
determinaient	də.ˈtɛ.ʁmi.nɛ.ˈã
determinait	də.ˈtɛ.ʁmi.ˈnɛ
determinant	də.ˈtɛ.ʁmi.ˈnã
determinante	də.ˈtɛ.ʁmi.ˈnãt
determinantes	də.ˈtɛ.ʁmi.ˈnãt
determinants	də.ˈtɛ.ʁmi.ˈnã
determination	də.ˈtɛ.ʁmi.na.ˈsjõ
determinations	də.ˈtɛ.ʁmi.na.ˈsjõ
determine	də.ˈtɛ.ˈʁmin
determinee	də.ˈtɛ.ʁmi.ˈni
determinees	də.ˈtɛ.ʁmi.ˈni
determinent	də.ˈtɛ.ʁmi.ˈnã
determiner	də.ˈtɛ.ʁmi.ˈne
determinera	də.ˈtɛ.ʁmi.nə.ˈʁa
determinerai	də.ˈtɛ.ʁmi.nə.ˈʁɛ
determineraient	də.ˈtɛ.ʁmi.nə.ʁɛ.ˈã
determinerait	də.ˈtɛ.ʁmi.nə.ˈʁɛ
determinerent	də.ˈtɛ.ʁmi.nə.ˈʁã
determinerons	də.ˈtɛ.ʁmi.nə.ˈʁõ
determineront	də.ˈtɛ.ʁmi.nə.ˈʁõ
determines	də.ˈtɛ.ˈʁmin
determinisme	də.ˈtɛ.ʁmi.ni.ˈsmə
determinismes	də.ˈtɛ.ʁmi.ni.ˈsmə
deterministe	də.ˈtɛ.ʁmi.nis.ˈtə
deterministes	də.ˈtɛ.ʁmi.nis.ˈtə
deterrant	də.ˈtɛ.ˈʁã
deterre	də.ˈˈtɛʁ
deterree	də.ˈtɛ.ˈʁi
deterrent	də.ˈtɛ.ˈʁã
deterrer	də.ˈte.ˈʁe
deterres	də.ˈˈtɛʁ
detesta	də.ˈtɛs.ˈta
detestable	də.ˈtɛs.ta.ˈblə
detestables	də.ˈtɛs.ta.ˈblə
detestaient	də.ˈtɛs.tɛ.ˈã
detestais	də.ˈtɛs.ˈtɛ
detestait	də.ˈtɛs.ˈtɛ
detestant	də.ˈtɛs.ˈtã
detestat	də.ˈtɛs.ˈta
detestation	də.ˈtɛs.ta.ˈsjõ
detestations	də.ˈtɛs.ta.ˈsjõ
deteste	də.ˈtɛs.ˈtə
detestee	də.ˈtɛs.ˈti
detestees	də.ˈtɛs.ˈti
detestent	də.ˈtɛs.ˈtã
detester	də.ˈtɛs.ˈte
detesterait	də.ˈtɛs.tə.ˈʁɛ
detestes	də.ˈtɛs.ˈtə
detestez	də.ˈtɛs.ˈte
detestons	də.ˈtɛs.ˈtõ
detiendra	də.ˈtjẽ.ˈdʁa
detiendraient	də.ˈsjẽ.dʁɛ.ˈã
detiendrait	də.ˈtjẽ.ˈdʁɛ
detiendront	də.ˈsjẽ.ˈdʁõ
detienne	də.ˈˈsjɛn
detiennent	də.ˈsjɛ.ˈnã
detiens	də.ˈˈsjẽ
detient	də.ˈˈsjã
detint	də.ˈˈtẽ
detonant	də.ˈtɔ.ˈnã
detonante	də.ˈtɔ.ˈnãt
detonants	də.ˈtɔ.ˈnã
detonateur	də.ˈtɔ.na.ˈtœʁ
detonateurs	də.ˈtɔ.na.ˈtœʁ
detonation	də.ˈtɔ.na.ˈsjõ
detonations	də.ˈtɔ.na.ˈsjõ
detonnait	də.ˈtɔ.ˈnɛ
detonnant	də.ˈtɔ.ˈnã
detonne	də.ˈˈtɔn
detonnent	də.ˈtɔ.ˈnã
detonner	də.ˈtɔ.ˈne
detour	də.ˈˈtuʁ
detouree	də.ˈtu.ˈʁi
detourna	də.ˈtu.ˈʁna
detournaient	də.ˈtu.ʁnɛ.ˈã
detournait	də.ˈtu.ˈʁnɛ
detournant	də.ˈtu.ˈʁnã
detourne	də.ˈtu.ˈʁnə
detournee	də.ˈtu.ˈʁni
detournees	də.ˈtu.ˈʁni
detournement	də.ˈtu.ʁnə.ˈmã
detournements	də.ˈtu.ʁnə.ˈmã
detournent	də.ˈtu.ˈʁnã
detourner	də.ˈtu.ˈʁne
detournera	də.ˈtu.ʁnə.ˈʁa
detourneraient	də.ˈtu.ʁnə.ʁɛ.ˈã
detournerait	də.ˈtu.ʁnə.ˈʁɛ
detournerent	də.ˈtu.ʁnə.ˈʁã
detourneront	də.ˈtu.ʁnə.ˈʁõ
detournes	də.ˈtu.ˈʁnə
detours	də.ˈˈtuʁ
detracteur	də.ˈtʁa.ˈktœʁ
detracteurs	də.ˈtʁa.ˈktœʁ
detraquait	də.ˈtʁa.ˈkɛ
detraque	də.ˈˈtʁak
detraquee	də.ˈtʁa.ˈki
detraquent	də.ˈtʁa.ˈkã
detraquer	də.ˈtʁa.ˈke
detraques	də.ˈˈtʁak
detrempe	də.ˈˈtʁãp
detrempee	də.ˈtʁã.ˈpi
detrempees	də.ˈtʁã.ˈpi
detrempes	də.ˈˈtʁãp
detresse	də.ˈˈtʁɛs
detresses	də.ˈˈtʁɛs
detricoter	də.ˈtʁi.kɔ.ˈte
detriment	də.ˈtʁi.ˈmã
detritus	də.ˈtʁi.ˈtys
detroit	de.ˈtʁwa
detroit	də.ˈˈtʁwa
detroits	də.ˈˈtʁwa
detrompa	də.ˈtʁõ.ˈpa
detrompe	də.ˈˈtʁõp
detromper	də.ˈtʁõ.ˈpe
detrompes	də.ˈˈtʁõp
detrompez	də.ˈtʁõ.ˈpe
detrona	də.ˈtʁɔ.ˈna
detronant	də.ˈtʁɔ.ˈnã
detrone	də.ˈˈtʁɔn
detronee	də.ˈtʁɔ.ˈni
detronees	də.ˈtʁɔ.ˈni
detronent	də.ˈtʁɔ.ˈnã
detroner	də.ˈtʁɔ.ˈne
detronera	də.ˈtʁɔ.nə.ˈʁa
detrones	də.ˈˈtʁɔn
detrousse	də.ˈˈtʁus
detrousser	də.ˈtʁu.ˈse
detrousses	də.ˈˈtʁus
detruira	də.ˈtʁɥi.ˈʁa
detruiraient	də.ˈtʁɥi.ʁɛ.ˈã
detruirait	də.ˈtʁɥi.ˈʁɛ
detruire	də.ˈˈtʁɥiʁ
detruirons	də.ˈtʁɥi.ˈʁõ
detruiront	də.ˈtʁɥi.ˈʁõ
detruis	də.ˈˈtʁɥi
detruisaient	də.ˈtʁɥi.zɛ.ˈã
detruisait	də.ˈtʁɥi.ˈzɛ
detruisant	də.ˈtʁɥi.ˈzã
detruise	də.ˈˈtʁɥiz
detruisent	də.ˈtʁɥi.ˈzã
detruisez	də.ˈtʁɥi.ˈze
detruisirent	də.ˈtʁɥi.zi.ˈʁã
detruisit	də.ˈtʁɥi.ˈzi
detruisons	də.ˈtʁɥi.ˈzõ
detruit	də.ˈˈtʁɥi
detruite	də.ˈˈtʁɥit
detruites	də.ˈˈtʁɥit
detruits	də.ˈˈtʁɥi
dette	dɛt
dettes	dɛt
deug	dəɡ
deuil	dœj
deuils	dœj
deuterium	dœ.tə.ˈʁjɔm
deutsche	dœtʃ
deutschemark	dœt.ʃə.maʁ.ˈkə
deutschemarks	dœt.ʃə.maʁ.ˈkə
deutschland	də.ˈˈtsʃlãd
deux	də
deux-roues	də.ˈˈʁu
deux-temps	də.ˈˈtã
deuxieme	də.ˈˈksim
deuxiemement	də.ˈksi.mə.ˈmã
deuxiemes	də.ˈˈksim
devaient	də.ˈˈvɛ
devais	də.ˈˈvɛ
devait	də.ˈˈvɛ
devalaient	də.ˈva.lɛ.ˈã
devalait	də.ˈva.ˈlɛ
devalant	də.ˈva.ˈlã
devale	də.ˈˈval
devalent	də.ˈva.ˈlã
devaler	də.ˈva.ˈle
devalisant	də.ˈva.li.ˈzã
devalise	də.ˈva.ˈliz
devalisee	də.ˈva.li.ˈzi
devalisees	də.ˈva.li.ˈzi
devalisent	də.ˈva.li.ˈzã
devaliser	də.ˈva.li.ˈze
devalises	də.ˈva.ˈliz
devalorisant	də.ˈva.lɔ.ʁi.ˈzã
devalorisation	də.ˈva.lɔ.ʁi.za.ˈsjõ
devalorise	də.ˈva.lɔ.ˈʁiz
devalorisee	də.ˈva.lɔ.ʁi.ˈzi
devalorisees	də.ˈva.lɔ.ʁi.ˈzi
devalorisent	də.ˈva.lɔ.ʁi.ˈzã
devaloriser	də.ˈva.lɔ.ʁi.ˈze
devalorises	də.ˈva.lɔ.ˈʁiz
devaluait	də.ˈva.ly.ˈɛ
devaluant	də.ˈva.ly.ˈã
devaluation	də.ˈva.ly.a.ˈsjõ
devaluations	də.ˈva.ly.a.ˈsjõ
devalue	də.ˈva.ˈly
devaluee	də.ˈva.ˈlɥi
devaluees	də.ˈva.ˈlɥi
devaluent	də.ˈva.ly.ˈã
devaluer	də.ˈva.ˈlɥe
devaluerait	də.ˈvalɥ.ˈʁɛ
devalues	də.ˈva.ˈly
devanca	də.ˈvã.ˈka
devancaient	də.ˈvã.kɛ.ˈã
devancait	də.ˈvã.ˈkɛ
devancant	də.ˈvã.ˈkã
devance	də.ˈˈvãs
devancee	də.ˈvã.ˈsi
devancees	də.ˈvã.ˈsi
devancent	də.ˈˈvãs
devancer	də.ˈvã.ˈse
devancera	də.ˈvã.sə.ˈʁa
devancerait	də.ˈvã.sə.ˈʁɛ
devances	də.ˈˈvãs
devancier	də.ˈvã.ˈsje
devanciere	də.ˈvã.ˈsiʁ
devancieres	də.ˈvã.ˈsiʁ
devanciers	də.ˈvã.ˈsje
devancons	də.ˈvã.ˈkõ
devant	də.ˈˈvã
devants	də.ˈˈvã
devanture	də.ˈvã.ˈtyʁ
devantures	də.ˈvã.ˈtyʁ
devastant	də.ˈvas.ˈtã
devastateur	də.ˈvas.ta.ˈtœʁ
devastateurs	də.ˈvas.ta.ˈtœʁ
devastation	də.ˈvas.ta.ˈsjõ
devastatrice	də.ˈvas.ta.ˈtʁis
devastatrices	də.ˈvas.ta.ˈtʁis
devaste	də.ˈvas.ˈtə
devastee	də.ˈvas.ˈti
devastees	də.ˈvas.ˈti
devastent	də.ˈvas.ˈtã
devaster	də.ˈvas.ˈte
devastes	də.ˈvas.ˈtə
deveine	də.ˈˈvɛn
developpa	də.və.ˈlɔ.ˈpa
developpaient	də.və.ˈlɔ.pɛ.ˈã
developpait	də.və.ˈlɔ.ˈpɛ
developpant	də.və.ˈlɔ.ˈpã
developpe	də.və.ˈˈlɔp
developpee	də.və.ˈlɔ.ˈpi
developpees	də.və.ˈlɔ.ˈpi
developpement	də.və.ˈlɔ.pə.ˈmã
developpements	də.və.ˈlɔ.pə.ˈmã
developpent	də.və.ˈlɔ.ˈpã
developper	də.və.ˈlɔ.ˈpe
developpera	də.və.ˈlɔ.pə.ˈʁa
developperai	də.və.ˈlɔ.pə.ˈʁɛ
developperaient	də.və.ˈlɔ.pə.ʁɛ.ˈã
developperait	də.və.ˈlɔ.pə.ˈʁɛ
developperent	də.və.ˈlɔ.pə.ˈʁã
developperons	də.və.ˈlɔ.pə.ˈʁõ
developperont	də.və.ˈlɔ.pə.ˈʁõ
developpes	də.və.ˈˈlɔp
developpez	də.və.ˈlɔ.ˈpe
developpions	də.və.ˈlɔp.ˈjõ
developpons	də.və.ˈlɔ.ˈpõ
devenaient	də.və.ˈˈnɛ
devenais	də.və.ˈˈnɛ
devenait	də.və.ˈˈnɛ
devenant	də.və.ˈˈnã
devenez	də.və.ˈˈne
deveniez	də.və.ˈˈnjɛ
devenions	də.və.ˈˈnjõ
devenir	də.və.ˈˈniʁ
devenirs	də.və.ˈˈniʁ
devenons	də.və.ˈˈnõ
devenu	də.və.ˈˈny
devenue	də.və.ˈˈny
devenues	də.və.ˈˈny
devenus	də.və.ˈˈny
devergondage	də.ˈvɛʁ.ɡõ.ˈdaʒ
devergondages	də.ˈvɛʁ.ɡõ.ˈdaʒ
devergonde	də.ˈvɛʁ.ˈɡõd
devergondee	də.ˈvɛʁ.ɡõ.ˈdi
devergonder	də.ˈvɛʁ.ɡõ.ˈde
deverrouille	də.ˈvɛ.ˈʁuj
deverrouiller	də.ˈvɛ.ʁu.ˈje
devers	də.ˈˈvɛʁ
deversa	də.ˈvɛ.ˈʁsa
deversaient	də.ˈvɛ.ʁsɛ.ˈã
deversait	də.ˈvɛ.ˈʁsɛ
deversant	də.ˈvɛ.ˈʁsã
deverse	də.ˈvɛ.ˈʁsə
deversee	də.ˈvɛ.ˈʁsi
deversees	də.ˈvɛ.ˈʁsi
deversement	də.ˈvɛ.ʁsə.ˈmã
deversements	də.ˈvɛ.ʁsə.ˈmã
deversent	də.ˈvɛ.ˈʁsã
deverser	də.ˈvɛ.ˈʁse
deverseraient	də.ˈvɛ.ʁsə.ʁɛ.ˈã
deverserait	də.ˈvɛ.ʁsə.ˈʁɛ
deverserent	də.ˈvɛ.ʁsə.ˈʁã
deverses	də.ˈvɛ.ˈʁsə
devetir	də.və.ˈˈtiʁ
devetu	də.və.ˈˈty
devetue	də.və.ˈˈty
devetues	də.və.ˈˈty
devetus	də.və.ˈˈtys
devez	də.ˈˈve
deviait	də.ˈˈvjɛ
deviance	də.ˈˈvjãs
deviances	də.ˈˈvjãs
deviant	də.ˈˈvjã
deviation	də.ˈvja.ˈsjõ
deviationnisme	də.ˈvja.sjɔ.ni.ˈsmə
deviations	də.ˈvja.ˈsjõ
devidant	də.ˈvi.ˈdã
devide	də.ˈˈvid
devident	də.ˈvi.ˈdã
devider	də.ˈvi.ˈde
devie	də.ˈˈvi
deviee	də.ˈˈvji
deviees	də.ˈˈvji
deviendra	də.ˈvjẽ.ˈdʁa
deviendrai	də.ˈvjẽ.ˈdʁɛ
deviendraient	də.ˈvjẽ.ˈdʁɛ
deviendrais	də.ˈvjẽ.ˈdʁɛ
deviendrait	də.ˈvjẽ.ˈdʁɛ
deviendras	də.ˈvjẽ.ˈdʁa
deviendrez	də.ˈvjẽ.ˈdʁe
deviendrions	də.ˈvjẽ.dʁi.ˈjõ
deviendrons	də.ˈvjẽ.ˈdʁõ
deviendront	də.ˈvjẽ.ˈdʁõ
devienne	də.ˈˈvjɛn
deviennent	də.ˈˈvjɛn
deviens	də.ˈˈvjẽ
devient	də.ˈˈvjẽ
devier	də.ˈˈvje
deviera	də.ˈvi.ˈʁa
devierait	də.ˈvi.ˈʁɛ
devies	də.ˈˈvi
deviez	də.ˈˈvjɛ
devin	də.ˈˈvẽ
devina	də.ˈvi.ˈna
devinaient	də.ˈvi.ˈnɛ
devinais	də.ˈvi.ˈnɛ
devinait	də.ˈvi.ˈnɛ
devinant	də.ˈvi.ˈnã
devine	də.ˈˈvin
devinee	də.ˈvi.ˈni
devinent	də.ˈˈvin
deviner	də.ˈvi.ˈne
devinera	də.ˈvi.nə.ˈʁa
devinerait	də.ˈvi.nə.ˈʁɛ
devineras	də.ˈvi.nə.ˈʁa
devineresse	də.ˈvi.nə.ˈʁɛs
devinerez	də.ˈvi.nə.ˈʁe
devinette	də.ˈvi.ˈnɛt
devinettes	də.ˈvi.ˈnɛt
devinez	də.ˈvi.ˈne
devinons	də.ˈvi.ˈnõ
devinrent	də.ˈˈvẽʁ
devins	də.ˈˈvẽ
devinssent	də.ˈˈvẽs
devint	də.ˈˈvẽ
devions	də.ˈˈvjõ
devis	də.ˈˈvi
devisage	də.ˈvi.ˈzaʒ
devisageaient	də.ˈvi.za.ʒɛ.ˈã
devisagent	də.ˈvi.za.ˈʒã
devisager	də.ˈvi.za.ˈʒe
devisaient	də.ˈvi.ˈzɛ
devisait	də.ˈvi.ˈzɛ
devisant	də.ˈvi.ˈzã
devise	də.ˈˈviz
devisent	də.ˈˈviz
deviser	də.ˈvi.ˈze
devises	də.ˈˈviz
devisse	də.ˈˈvis
devissent	də.ˈvi.ˈsã
devisser	də.ˈvi.ˈse
devitalise	də.ˈvi.ta.ˈliz
devitalisee	də.ˈvi.ta.li.ˈzi
devitalisees	də.ˈvi.ta.li.ˈzi
devitaliser	də.ˈvi.ta.li.ˈze
devoie	də.ˈˈvwa
devoiement	də.ˈvwa.ˈmã
devoiements	də.ˈvwa.ˈmã
devoient	də.ˈvwa.ˈã
devoila	də.ˈvwa.ˈla
devoilaient	də.ˈvwa.lɛ.ˈã
devoilait	də.ˈvwa.ˈlɛ
devoilant	də.ˈvwa.ˈlã
devoile	də.ˈˈvwal
devoilee	də.ˈvwa.ˈli
devoilees	də.ˈvwa.ˈli
devoilement	də.ˈvwa.lə.ˈmã
devoilent	də.ˈvwa.ˈlã
devoiler	də.ˈvwa.ˈle
devoilera	də.ˈvwa.lə.ˈʁa
devoilerait	də.ˈvwa.lə.ˈʁɛ
devoilerons	də.ˈvwa.lə.ˈʁõ
devoileront	də.ˈvwa.lə.ˈʁõ
devoiles	də.ˈˈvwal
devoir	də.ˈˈvwaʁ
devoirs	də.ˈˈvwaʁ
devolu	də.ˈvɔ.ˈly
devolue	də.ˈvɔ.ˈly
devolues	də.ˈvɔ.ˈly
devolus	də.ˈvɔ.ˈly
devolution	də.ˈvɔ.ly.ˈsjõ
devon	də.ˈˈvõ
devons	də.ˈˈvõ
devora	də.ˈvɔ.ˈʁa
devoraient	də.ˈvɔ.ʁɛ.ˈã
devorait	də.ˈvɔ.ˈʁɛ
devorant	də.ˈvɔ.ˈʁã
devorante	də.ˈvɔ.ˈʁãt
devorantes	də.ˈvɔ.ˈʁãt
devorants	də.ˈvɔ.ˈʁã
devore	də.ˈˈvɔʁ
devoree	də.ˈvɔ.ˈʁi
devorees	də.ˈvɔ.ˈʁi
devorent	də.ˈvɔ.ˈʁã
devorer	də.ˈvɔ.ˈʁe
devorera	də.ˈvɔ.ʁə.ˈʁa
devorerait	də.ˈvɔ.ʁə.ˈʁɛ
devores	də.ˈˈvɔʁ
devoreur	də.ˈvɔ.ˈʁœʁ
devoreurs	də.ˈvɔ.ˈʁœʁ
devoreuse	də.ˈvɔ.ˈʁœz
devoreuses	də.ˈvɔ.ˈʁœz
devot	də.ˈˈvo
devote	də.ˈˈvɔt
devotes	də.ˈˈvɔt
devotion	də.ˈvɔs.ˈjõ
devotions	də.ˈvɔs.ˈjõ
devots	də.ˈˈvo
devoua	də.ˈvu.ˈa
devouait	də.ˈvu.ˈɛ
devouant	də.ˈvu.ˈã
devoue	də.ˈˈvu
devouee	də.ˈvu.ˈi
devouees	də.ˈvu.ˈi
devouement	də.ˈvu.ˈmã
devouements	də.ˈvu.ˈmã
devouent	də.ˈvu.ˈã
devouer	də.ˈvu.ˈe
devoues	də.ˈˈvu
devoyant	də.ˈvwa.ˈjã
devoye	də.ˈˈvwaj
devoyee	də.ˈvwa.ˈji
devoyees	də.ˈvwa.ˈji
devoyer	də.ˈvwa.ˈje
devoyes	də.ˈˈvwaj
devra	də.ˈˈvʁa
devrai	də.ˈˈvʁɛ
devraient	də.ˈˈvʁɛ
devrais	də.ˈˈvʁɛ
devrait	də.ˈˈvʁɛ
devras	də.ˈˈvʁa
devrez	də.ˈˈvʁe
devriez	də.ˈˈvʁje
devrions	də.ˈvʁi.ˈjõ
devrions-nous	də.ˈvʁi.jõ.ˈnu
devrons	də.ˈˈvʁõ
devront	də.ˈˈvʁõ
dexterite	dɛ.kstə.ˈʁit
dextre	dɛ.ˈkstʁə
dey	dɛ
dg	dɡ
dgac	de.ʒe.a.ˈse
dhabi	da.ˈbi
di	di
dia	dja
diabete	dja.ˈbət
diabetes	dja.ˈbət
diabetique	dja.bə.ˈtik
diabetiques	dja.bə.ˈtik
diable	dja.ˈblə
diablement	dja.blə.ˈmã
diables	dja.ˈblə
diablesse	dja.ˈblɛs
diablesses	dja.ˈblɛs
diabolique	dja.bɔ.ˈlik
diaboliquement	dja.bɔ.li.kə.ˈmã
diaboliques	dja.bɔ.ˈlik
diabolisation	dja.bɔ.li.za.ˈsjõ
diaboliser	dja.bɔ.li.ˈze
diabolo	dja.bɔ.ˈlo
diaclases	dja.ˈklaz
diaconat	dja.kɔ.ˈna
diacre	djakʁ
diacres	djakʁ
diacritiques	dja.kʁi.ˈtik
diademe	dja.ˈdəm
diademes	dja.ˈdəm
diagnostic	dja.ɡnɔs.ˈtik
diagnostics	dja.ɡnɔs.ˈtik
